ano,conta_alfa,coeff,versao
2017,AIVarejoUrbano,305.8625958290836,corrigida IPCA
2017,BFIndustBenef,587.0100813972566,corrigida IPCA
2017,BGIndustTransf,689.5812286482679,corrigida IPCA
2017,BHAtacado,1331.7791343463682,corrigida IPCA
2017,BIVarejoUrbano,305.8625958290836,corrigida IPCA
2017,CFIndustBenef,587.0100813972566,corrigida IPCA
2017,CGIndustTransf,689.5812286482679,corrigida IPCA
2017,CHAtacado,1331.7791343463682,corrigida IPCA
2017,CIVarejoUrbano,305.8625958290836,corrigida IPCA
2018,AAProdução,13.671053185080067,corrigida IPCA
2018,ACVarejoRural,318.1307855896335,corrigida IPCA
2018,AFIndustBenef,631.8506032705754,corrigida IPCA
2018,AGIndustTransf,677.4160161196262,corrigida IPCA
2018,AHAtacado,1435.019137047472,corrigida IPCA
2018,AIVarejoUrbano,318.1307855896335,corrigida IPCA
2018,BFIndustBenef,631.8506032705754,corrigida IPCA
2018,BGIndustTransf,677.4160161196262,corrigida IPCA
2018,BHAtacado,1435.019137047472,corrigida IPCA
2018,BIVarejoUrbano,318.1307855896335,corrigida IPCA
2018,CFIndustBenef,631.8506032705754,corrigida IPCA
2018,CGIndustTransf,677.4160161196262,corrigida IPCA
2018,CHAtacado,1435.019137047472,corrigida IPCA
2018,CIVarejoUrbano,318.1307855896335,corrigida IPCA
2019,AAProdução,13.179073079975376,corrigida IPCA
2019,ACVarejoRural,328.1533074959524,corrigida IPCA
2019,AFIndustBenef,644.2309411163537,corrigida IPCA
2019,AGIndustTransf,721.0035214010865,corrigida IPCA
2019,AHAtacado,1468.425883362142,corrigida IPCA
2019,AIVarejoUrbano,328.1533074959524,corrigida IPCA
2019,BFIndustBenef,644.2309411163537,corrigida IPCA
2019,BGIndustTransf,721.0035214010865,corrigida IPCA
2019,BHAtacado,1468.425883362142,corrigida IPCA
2019,BIVarejoUrbano,328.1533074959524,corrigida IPCA
2019,CFIndustBenef,644.2309411163537,corrigida IPCA
2019,CGIndustTransf,721.0035214010865,corrigida IPCA
2019,CHAtacado,1468.425883362142,corrigida IPCA
2019,CIVarejoUrbano,328.1533074959524,corrigida IPCA
2020,AAProdução,12.768985500382543,corrigida IPCA
2020,ACVarejoRural,353.8762107007662,corrigida IPCA
2020,AFIndustBenef,723.6506501914034,corrigida IPCA
2020,AGIndustTransf,756.6826563303861,corrigida IPCA
2020,AHAtacado,1588.268457489761,corrigida IPCA
2020,AIVarejoUrbano,353.8762107007662,corrigida IPCA
2020,BFIndustBenef,723.6506501914034,corrigida IPCA
2020,BGIndustTransf,756.6826563303861,corrigida IPCA
2020,BHAtacado,1588.268457489761,corrigida IPCA
2020,BIVarejoUrbano,353.8762107007662,corrigida IPCA
2020,CFIndustBenef,723.6506501914034,corrigida IPCA
2020,CGIndustTransf,756.6826563303861,corrigida IPCA
2020,CHAtacado,1588.268457489761,corrigida IPCA
2020,CIVarejoUrbano,353.8762107007662,corrigida IPCA
2021,AAProdução,11.79021233520917,corrigida IPCA
2021,ACVarejoRural,384.88214075236334,corrigida IPCA
2021,AFIndustBenef,842.7622885288229,corrigida IPCA
2021,AGIndustTransf,748.3035698573347,corrigida IPCA
2021,AHAtacado,1850.159617523532,corrigida IPCA
2021,AIVarejoUrbano,384.88214075236334,corrigida IPCA
2021,BFIndustBenef,842.7622885288229,corrigida IPCA
2021,BGIndustTransf,748.3035698573347,corrigida IPCA
2021,BHAtacado,1850.159617523532,corrigida IPCA
2021,BIVarejoUrbano,384.88214075236334,corrigida IPCA
2021,CFIndustBenef,842.7622885288229,corrigida IPCA
2021,CGIndustTransf,748.3035698573347,corrigida IPCA
2021,CHAtacado,1850.159617523532,corrigida IPCA
2021,CIVarejoUrbano,384.88214075236334,corrigida IPCA
2022,AAProdução,10.789,corrigida IPCA
2022,ACVarejoRural,398.0543078518685,corrigida IPCA
2022,AFIndustBenef,890.391181385839,corrigida IPCA
2022,AGIndustTransf,799.368587907261,corrigida IPCA
2022,AHAtacado,1990.813624474949,corrigida IPCA
2022,AIVarejoUrbano,398.0543078518685,corrigida IPCA
2022,BFIndustBenef,890.391181385839,corrigida IPCA
2022,BGIndustTransf,799.368587907261,corrigida IPCA
2022,BHAtacado,1990.813624474949,corrigida IPCA
2022,BIVarejoUrbano,398.0543078518685,corrigida IPCA
2022,CFIndustBenef,890.391181385839,corrigida IPCA
2022,CGIndustTransf,799.368587907261,corrigida IPCA
2022,CHAtacado,1990.813624474949,corrigida IPCA
2022,CIVarejoUrbano,398.0543078518685,corrigida IPCA
2023,AAProdução,10.315169599529252,corrigida IPCA
